startup_record_id,startup_id,data_entry_date,data_reference_date,startup_name,normalized_startup_name,country,region,city,sector,subsector,business_model,round_stage,founded_year,website,linkedin_url,founder_names,founder_background,deal_source,deal_owner,deal_status,thesis_fit_score,priority_score,arr_usd,mrr_usd,revenue_usd,growth_mom,growth_yoy,gross_margin,burn_rate_usd,runway_months,cash_balance_usd,cac_usd,ltv_usd,ltv_cac_ratio,cac_payback_months,nrr,grr,churn_rate,active_customers,headcount,arr_per_employee,round_amount_usd,valuation_pre_money_usd,valuation_post_money_usd,ownership_target,ownership_actual,investment_amount_usd,entry_multiple,lead_investor,co_investors,last_round_date,next_round_expected_date,notes,source_name,confidence_level,last_updated,burn_multiple,benchmark_match_level,benchmark_match_quality,benchmark_record_ids,bm_valuation_mid,bm_revenue_multiple_mid,bm_growth_rate_mid,valuation_gap,multiple_gap,growth_gap,price_performance_score,valuation_signal,efficiency_score,efficiency_data_quality,relative_attractiveness_score,attractiveness_data_quality
S_0028,startup_028,2026-05-21,2026-02-08,CareHub_1,carehub1,Argentina,south_cone,Mexico City,edtech,consumer,B2B,pre_seed,2016,https://carehub_1.io,https://linkedin.com/company/carehub_1,Sofia González,Operations,Network,Analyst B,pipeline,7.061206584591326,97.56102008599149,3777659.224443929,283099.7970312333,1407386.274456942,21.72393376620953,180.6441498341863,63.69049141989733,194750.2417796049,32.4898147448932,1414939.929346301,49538.6182747554,414598.3662647269,3.624165588075553,22.45573975707988,93.07348277760464,98.61033266398746,5.245658537665951,63,6,271867.2350532206,2079425.638322156,18885096.58981901,97948034.04022264,10.66929416393648,10.15686395223846,1240547.262932007,5.921604528801121,Andreessen,,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.6186378290114999,,no_match,,,,,,,,30.50594631160876,no_benchmark,84.24,high,72.65,high
S_0029,startup_029,2026-05-21,2026-02-08,AssetMatch_1,assetmatch1,Argentina,south_cone,San Francisco,edtech,consumer,B2B2C,seed,2020,https://assetmatch_1.io,https://linkedin.com/company/assetmatch_1,Carlos López,Product,Event,Analyst B,pipeline,6.73521782708815,64.0972077345332,2308092.091397959,232502.3108574798,4293124.967227614,23.08261042434777,124.8914194884685,42.89222247235803,49094.43959368602,12.0789790240603,491879.01628869,37958.14326989411,149996.7081538363,1.570272043628776,11.81217503894302,119.7100751068399,107.8055876116998,5.981245985888649,331,84,206358.3625416484,4107505.345805663,94820931.52936368,77641885.57791491,7.091543683715862,10.24006728694139,2328495.039336955,8.49317535244961,Sequoia,Tiger Global,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.2552468670205475,,no_match,,,,,,,,14.704914746926448,no_benchmark,61.07,high,60.4,high
S_0030,startup_030,2026-05-21,2026-02-08,TechFlow_2,techflow2,Colombia,andean,Mexico City,edtech,enterprise,B2C,series_b,2015,https://techflow_2.io,https://linkedin.com/company/techflow_2,Carlos López,Operations,Pipeline,Analyst B,in_review,7.255335649554112,82.24805636343609,4211572.778921407,486030.659486137,1468168.97000487,11.91266007180581,69.21551881904088,87.8894900494102,64318.75032907477,23.62757613328206,844532.8090572493,22393.5433698312,464290.6531135802,6.872581982244517,4.063071917650557,118.0226959859317,119.7191743670974,6.132582448582514,397,29,252067.0528040696,6363345.157611184,22658399.13267709,67936636.54498786,14.97206715917591,9.431010225899891,4669634.224482715,12.11424178460333,500Global,Benchmark,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.1832628911963296,,no_match,,,,,,,,5.713565904472104,no_benchmark,95.35,high,55.68,high
S_0031,startup_031,2026-05-21,2026-02-08,CloudSync_2,cloudsync2,Argentina,south_cone,San Francisco,logtech,enterprise,B2B,seed,2016,https://cloudsync_2.io,https://linkedin.com/company/cloudsync_2,John Smith,Finance,Pipeline,Analyst B,passed,8.354182830794898,13.25246727418484,3645168.47903645,304655.1090755368,4554743.106603137,9.333936821386192,175.1560670176045,87.13621595470562,64268.78988973033,27.03418783252421,1801782.07747568,35516.15150162992,485263.9974191435,6.706374552621872,3.827228507549207,115.6076829622834,117.0081736029561,2.890964736211166,113,45,67259.23422784373,9713279.214020954,33295830.19111222,145111340.1635107,6.162617753961333,3.991520528059629,3696898.167555853,5.471858210261678,Sequoia,Accel,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.211574714066612,7.0,low,"BM_S1_0030,BM_S1_0015",4000001.5,,,141111338.6635107,,,32.010344619150516,no_benchmark,75.71,high,82.86,high
S_0032,startup_032,2026-05-21,2026-02-08,DataVault_2,datavault2,Argentina,south_cone,São Paulo,edtech,enterprise,B2B,seed,2020,https://datavault_2.io,https://linkedin.com/company/datavault_2,John Smith,Product,Pipeline,Analyst C,pipeline,8.690900171012654,86.20144822726226,3884472.758033626,175403.6796713226,3772269.898947952,15.39057117166462,248.6288861226872,79.25947715742042,49931.24911288323,26.40335656340918,488201.1284580436,19766.90834874353,289917.6302691777,2.178954367650984,15.05294718744922,80.97460659256723,86.62415498280399,7.680442530270581,389,61,133697.2604726698,7412495.808147042,75863031.17657126,86537479.22651123,6.349565649291236,0.5850963114422719,2385156.311568134,11.51155352568922,Andreessen,Accel,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.1542487299249099,,no_match,,,,,,,,21.598204409843223,no_benchmark,72.51,high,73.28,high
S_0033,startup_033,2026-05-21,2026-02-08,PayWave_2,paywave2,Brazil,brazil,Buenos Aires,saas,enterprise,B2C,seed,2017,https://paywave_2.io,https://linkedin.com/company/paywave_2,John Smith,Operations,Inbound,Analyst C,pipeline,8.02686153358546,92.27571905133944,3284247.570028547,57933.79665907875,4026484.816438779,10.53696573906543,226.7716193166745,89.56639507821103,5287.395306830726,18.24455072600094,1064829.62152168,11829.3353929332,80070.55010620593,5.249572977362551,11.25079728675676,123.7266832670389,126.4528101735523,1.226791853389627,161,34,128425.7811892891,9264735.6923926,39981759.01497526,129787873.5128289,14.16806706674878,6.833501729851632,2827724.763894397,3.253797880192995,Sequoia,Tiger Global,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,0.0193191110989897,7.0,low,"BM_S1_0020,BM_S1_0001",19800000.0,,,109987873.5128289,,,69.69443944170983,no_benchmark,77.17,high,85.66,high
S_0034,startup_034,2026-05-21,2026-02-08,LogistiX_2,logistix2,Colombia,andean,San Francisco,healthtech,enterprise,B2C,pre_seed,2018,https://logistix_2.io,https://linkedin.com/company/logistix_2,Maria Garcia,Finance,Event,Analyst B,passed,9.688665871684542,48.70619188189359,895369.5596538372,76472.16753873235,99852.71244626796,15.82470583640536,62.55650286599344,67.22411664001315,147222.2348471593,6.461846750739254,896616.1562154418,30044.16790594409,193528.6392559948,4.515881038084768,3.601700979130745,99.4118247491295,77.46075048585222,4.193486699888464,195,35,208911.3304881533,7741014.553984682,61212926.29987822,22638634.9583637,3.295732855635872,13.36460827036056,878958.5502969425,8.027195735807352,500Global,,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,1.9731146755189335,,no_match,,,,,,,,7.793070572197987,no_benchmark,71.84,high,42.14,high
S_0035,startup_035,2026-05-21,2026-02-08,HealthAI_2,healthai2,United States,north_america,São Paulo,saas,enterprise,B2C,series_a,2015,https://healthai_2.io,https://linkedin.com/company/healthai_2,John Smith,Tech,Network,Analyst C,pipeline,3.127628078734531,60.62529377509775,2729684.325295722,113433.1480456663,4814423.681799389,18.22847484080797,68.22545884197588,88.13841751266031,193534.8724608606,23.48778170412789,134435.6779868865,46445.01385664059,400888.8090406249,2.271609120809225,15.24830023856369,119.9033593403979,122.5080171172691,8.021913836820701,204,30,138989.4433676601,6121311.204477804,45012776.60587342,86242556.5431553,11.36026785447836,8.542458877778639,4930591.533692509,12.31038078243344,Andreessen,,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,0.8508011157219532,6.0,low,BM_S1_0021,60000000.0,,,26242556.543155298,,,5.542107920766485,no_benchmark,71.93,high,52.06,high
S_0036,startup_036,2026-05-21,2026-02-08,EduProto_2,eduproto2,Colombia,andean,Mexico City,saas,smb,B2B2C,seed,2022,https://eduproto_2.io,https://linkedin.com/company/eduproto_2,Carlos López,Finance,Inbound,Analyst A,pipeline,4.370445899784823,76.48098009029954,4923502.000227296,126232.3640088087,3636088.250430913,17.83331542531915,150.7183206581593,43.78025203083754,48737.22924058379,13.59304617538826,1606240.415788344,46492.40624076541,190021.4570615645,7.873693475894703,3.237353268369472,113.3947057101292,128.2564149762771,6.075036289498621,316,57,87126.6954109202,2324222.006795273,74494623.7718884,130460984.7561736,11.70391668883054,12.48586562552862,3498832.871127135,7.064795469293177,500Global,Benchmark,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.1187867397758761,7.0,low,"BM_S1_0020,BM_S1_0001",19800000.0,,,110660984.7561736,,,21.333713242407352,no_benchmark,57.01,high,70.38,high
S_0037,startup_037,2026-05-21,2026-02-08,GreenTech_2,greentech2,United States,north_america,Mexico City,edtech,smb,B2B2C,pre_seed,2021,https://greentech_2.io,https://linkedin.com/company/greentech_2,John Smith,Tech,Inbound,Analyst A,passed,3.052940124846995,17.48386272604126,4687566.451820623,425457.4128627278,1530707.965976805,10.61471640146279,123.8226235119858,58.28403741306857,134294.2024016674,19.50762738428671,231187.2219977395,17424.31126622177,52638.43696836648,2.89552326851181,19.53481112113473,100.5638555256744,80.62921139335754,3.350461892597742,200,62,199116.7688533859,6833513.692978874,23604793.98449247,88299652.0774249,13.03654292892479,14.87436514441842,1784318.308085401,9.764845217344794,Sequoia,,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.3437882844720206,,no_match,,,,,,,,12.680449178246677,no_benchmark,73.36,high,53.32,high
S_0038,startup_038,2026-05-21,2026-02-08,MarketHub_2,markethub2,Brazil,brazil,São Paulo,healthtech,smb,B2B,seed,2021,https://markethub_2.io,https://linkedin.com/company/markethub_2,Carlos López,Operations,Inbound,Analyst A,passed,7.532322999082221,50.25660764634424,225436.9416270882,281050.17135298,4148679.377645646,5.837784639071315,108.096080764012,51.26906340033829,149669.7837569494,34.72743045251452,1001084.539856212,26620.0345779739,282824.6063548121,1.937022170588647,9.435089276770803,88.07457602624646,113.3239638522271,7.254578074087429,39,72,253595.9801672704,6422105.876619117,6787340.736450824,108266098.3627962,14.6932717276617,2.454243062074144,3136137.773968599,5.45975079391093,Y Combinator,Accel,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,7.966917010674986,,no_match,,,,,,,,19.798720645742254,no_benchmark,61.81,high,45.66,high
S_0039,startup_039,2026-05-21,2026-02-08,FinanceAI_2,financeai2,Mexico,mexico_ca,Mexico City,healthtech,smb,B2C,seed,2017,https://financeai_2.io,https://linkedin.com/company/financeai_2,Sofia González,Product,Pipeline,Analyst B,passed,9.286213842649907,39.86630277723131,832425.9304898912,262172.0647758088,1414790.7800905,11.90217478463077,120.2511247271784,49.7916542067135,170442.9489226523,17.97105952927304,1165288.760384005,10975.97697920813,424109.217233057,5.366507966762413,3.845418063193874,85.66513385962885,72.4171311266799,6.106518497404661,383,64,145530.8736149933,6223457.119344031,30693010.34983356,57062448.03620669,14.70722302987983,10.37666458712973,992670.6473104728,11.90394469351407,Y Combinator,,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,2.4570539097312096,,no_match,,,,,,,,10.101787921838874,no_benchmark,64.11,high,52.75,high
S_0040,startup_040,2026-05-21,2026-02-08,SecureAPI_2,secureapi2,Argentina,south_cone,São Paulo,healthtech,enterprise,B2B,pre_seed,2017,https://secureapi_2.io,https://linkedin.com/company/secureapi_2,Maria Garcia,Product,Event,Analyst A,passed,4.704376076034094,14.63739921622491,667326.579538264,58269.66706273951,4365041.659434979,5.279665313883901,250.8706858242212,47.0401474446338,87412.69341765378,31.1940481999328,1294010.267567715,49783.73992019473,400003.9297003162,6.302633401364712,15.35539664064622,129.8910999867334,94.3253695083493,8.166192485107484,391,82,83067.17877462044,5152965.745888287,47956557.8219746,15682528.52148586,3.783321090797567,10.11440360550037,4846265.009634126,3.627349239225115,Y Combinator,Benchmark,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,1.5718725331420718,,no_match,,,,,,,,69.16088561624491,no_benchmark,60.94,high,77.62,high
S_0041,startup_041,2026-05-21,2026-02-08,MobilePay_2,mobilepay2,Brazil,brazil,San Francisco,logtech,consumer,B2B,series_a,2016,https://mobilepay_2.io,https://linkedin.com/company/mobilepay_2,Sofia González,Operations,Inbound,Analyst C,in_review,9.489241813574148,36.75344222915314,3632639.750826625,430209.7069813681,571776.1481555657,22.47223180922759,282.3070134079635,71.12068207829984,64071.5265998837,11.65621817247753,1408400.095684964,49065.33643946282,95810.33866387307,1.710882399306715,11.35137270309415,135.1038525248935,100.9769979518604,7.61522667570841,250,36,99172.04932820576,5522237.737898118,17633985.16707518,69769243.67880657,12.86207187303483,14.69933171037418,1286532.445475147,13.230511738506,Y Combinator,Accel,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.2116527847341996,7.0,low,"BM_S1_0031,BM_S1_0016",10000005.0,,,59769238.67880657,,,21.337573253976178,no_benchmark,53.16,high,79.05,high
S_0042,startup_042,2026-05-21,2026-02-08,CloudBasic_2,cloudbasic2,Argentina,south_cone,San Francisco,edtech,,B2B,series_a,2015,https://cloudbasic_2.io,https://linkedin.com/company/cloudbasic_2,Sofia González,Product,Network,Analyst B,passed,3.421871732026926,6.817230938549357,4090748.795986156,361684.3373010334,3521393.027529371,9.95518159697072,151.2756736318916,79.06609278736525,68432.55113449108,26.17381494075087,581217.5286931586,32650.69202051864,339654.6610621087,5.781664651725644,23.44980868050014,118.987282805858,104.838713554578,6.490971298326112,241,89,109370.826292346,3677204.007621989,36124931.67598248,60382949.84415092,10.75571920388858,14.784011009292,3416136.431248464,5.378356637060017,500Global,,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.2007433490953161,,no_match,,,,,,,,28.126746484142366,no_benchmark,72.59,high,70.28,high
S_0043,startup_043,2026-05-21,2026-02-08,RealEstateAI_2,realestateai2,Mexico,mexico_ca,São Paulo,healthtech,enterprise,B2B,series_b,2021,https://realestateai_2.io,https://linkedin.com/company/realestateai_2,Carlos López,Product,Event,Analyst C,in_review,9.5410521876386,2.581190694948698,1075421.717890253,34766.51258810079,2708085.398458103,5.552574186136447,276.5277505331243,68.91491997101804,143961.15995421,35.3102086331683,118959.6756510538,40318.49595403493,118047.0890834671,4.959897193684454,14.42817191257775,86.206046891629,126.1562348949136,5.393599077797326,108,90,124974.3982486341,5433470.58010188,40598318.81106328,130324906.9920842,10.76810561247709,10.30017917586194,1604545.081425187,13.49277638049997,Y Combinator,,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,1.6063781219144162,,no_match,,,,,,,,20.49450333533784,no_benchmark,74.68,high,72.49,high
S_0044,startup_044,2026-05-21,2026-02-08,AutoLend_2,autolend2,Mexico,mexico_ca,San Francisco,logtech,,B2C,pre_seed,2021,https://autolend_2.io,https://linkedin.com/company/autolend_2,Sofia González,Tech,Network,Analyst A,in_review,5.46135881067744,13.51662891548228,2534204.937829627,354209.7135176546,491707.0062752496,2.58529847783227,130.3739253119705,47.34813547941049,164271.995968599,9.056793026188103,1474542.958474333,35897.45798354315,116921.6919305644,2.171222557687815,8.780022801777175,104.1216330132944,110.3350412376517,2.19863913100771,11,58,210698.7676265773,2376781.103945543,6681792.525139081,38111304.74816589,4.540199119376338,3.654221879732914,3729026.221918411,7.230350895606207,500Global,Tiger Global,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.7778628800681923,7.0,low,"BM_S1_0029,BM_S1_0014",,,,,,,18.031479688101598,no_benchmark,63.13,high,61.58,high
S_0045,startup_045,2026-05-21,2026-02-08,ConsultBot_2,consultbot2,Brazil,brazil,San Francisco,fintech,consumer,B2B,series_b,2016,https://consultbot_2.io,https://linkedin.com/company/consultbot_2,Carlos López,Operations,Event,Analyst A,in_review,3.709945799144516,96.31151115891738,4205108.109775888,272225.5704539804,1217050.203011607,16.85391488458914,169.1092465859479,80.55618849667354,40414.72371253752,6.24959826681576,1117747.538760399,29861.33184245367,438295.1689195407,2.621405200151353,17.89821615731347,123.7363520063094,98.8766770731542,3.351997160968454,287,15,200236.3711344298,8149156.77492358,58747417.57023625,145076665.675196,10.80224599734784,11.97833757195898,3995696.152581265,11.67220289369384,Andreessen,Benchmark,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.1153303724636694,7.0,low,"BM_S1_0027,BM_S1_0010",84000000.0,,,61076665.67519599,,,14.488203137499676,no_benchmark,69.95,high,73.32,high
S_0046,startup_046,2026-05-21,2026-02-08,VentureLab_2,venturelab2,Mexico,mexico_ca,San Francisco,fintech,smb,B2C,series_b,2021,https://venturelab_2.io,https://linkedin.com/company/venturelab_2,John Smith,Finance,Network,Analyst A,pipeline,6.401102314304279,54.9529535895017,3666679.70838359,41780.94752764235,71896.1410238008,16.6487533014591,106.5072494539999,71.79773535818643,77333.49659076422,19.00748377897843,1688623.636093773,3140.725850950436,132337.7868427128,5.191832932554523,8.70133205339694,126.7892530406041,118.5805021759534,4.771895256253767,5,58,224019.9653917598,2264881.069637724,88549999.36915746,143804441.7310654,14.78979096721497,1.605437013165572,3530388.780101447,6.830703573434262,Y Combinator,,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.253090543187441,7.0,low,"BM_S1_0027,BM_S1_0010",84000000.0,,,59804441.73106539,,,15.592427384526573,no_benchmark,86.87,high,68.91,high
S_0047,startup_047,2026-05-21,2026-02-08,BlockChain_2,blockchain2,United States,north_america,Bogotá,logtech,consumer,B2C,series_b,2022,https://blockchain_2.io,https://linkedin.com/company/blockchain_2,John Smith,Tech,Pipeline,Analyst B,in_review,4.797435974043555,96.582216115322,2715763.655404323,229692.0201227996,2349152.147667884,9.83389583136971,210.119010543961,59.40828530634978,180878.3383660843,8.778764491541015,1660637.889511319,23010.83495635672,138991.1997938255,3.426324487836375,21.98910911955887,87.09311733746532,127.0319692572645,6.393693583057498,223,20,140625.4961328783,1307179.753949931,16022548.38235219,38649483.17457293,13.94182283447336,11.71048956257443,3265247.571148366,13.87094005481577,500Global,Tiger Global,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.7992374653345384,6.0,low,BM_S1_0032,40000020.0,,,-1350536.8254270703,,,15.148144950061333,no_benchmark,56.23,high,67.88,high
S_0048,startup_048,2026-05-21,2026-02-08,RoboTrade_2,robotrade2,Mexico,mexico_ca,Buenos Aires,logtech,enterprise,B2B2C,series_a,2015,https://robotrade_2.io,https://linkedin.com/company/robotrade_2,Carlos López,Operations,Inbound,Analyst C,in_review,4.99411031373346,43.2497878330132,2955834.975389277,242863.4472778934,1513313.651192402,3.649373443495973,294.7452787937023,73.70651477680315,162305.2363404742,28.45153049028694,1702319.718796978,33901.92195728682,10320.16147303678,7.599052236233555,10.86916138065491,80.00184313072295,71.32396892093745,5.623370696937743,468,56,255999.4129699946,4644337.250392995,60182993.32674989,53511689.41064343,8.269567929658207,13.65294186217045,4516110.922784053,4.519645506220492,Y Combinator,Accel,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.6589213715590422,7.0,low,"BM_S1_0031,BM_S1_0016",10000005.0,,,43511684.41064343,,,65.21424708819256,no_benchmark,92.74,high,86.47,high
S_0049,startup_049,2026-05-21,2026-02-08,SupplyChain_2,supplychain2,Argentina,south_cone,Mexico City,edtech,smb,B2C,pre_seed,2023,https://supplychain_2.io,https://linkedin.com/company/supplychain_2,John Smith,Tech,Network,Analyst B,pipeline,5.151029754484006,31.18161330852596,2546719.129112237,83721.49554147461,2995803.846645817,11.42146458259034,200.8732740108447,52.99524896214164,197047.3885386828,33.43645991545677,1021679.853961126,34037.81488724239,436627.8267215036,6.82181149164633,14.54723981830031,122.7282227528363,128.9512763353623,3.593660733635765,234,79,101021.9152889401,6753920.675307588,66809181.28617378,134542249.649335,3.479375679433132,5.742500921526529,853820.1994539112,5.142237471271184,Y Combinator,Tiger Global,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,0.9284764210682552,,no_match,,,,,,,,39.063398984020075,no_benchmark,68.56,high,78.57,high
S_0050,startup_050,2026-05-21,2026-02-08,CustomerAI_2,customerai2,Argentina,south_cone,Bogotá,edtech,enterprise,B2B2C,series_b,2021,https://customerai_2.io,https://linkedin.com/company/customerai_2,Maria Garcia,Finance,Event,Analyst B,pipeline,8.621181284828644,50.61418628402441,1494766.772080915,472903.3753531409,1493216.660466,9.158002386458053,139.4535210283872,57.25961042471053,152078.4106380057,19.02062918126276,733893.9520900447,18969.56961190799,398371.458472476,7.893186842338809,4.062035180308806,101.3957705591723,75.16792834382082,1.058179220107395,459,45,167260.1868795385,4658309.836868643,42514133.36150955,145060088.6926239,7.347521880002458,9.459529424746208,1989116.446010878,8.916361501905627,Y Combinator,Tiger Global,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,1.2208867374777852,,no_match,,,,,,,,15.640182489077283,no_benchmark,75.51,high,61.9,high
S_0051,startup_051,2026-05-21,2026-02-08,EmailAI_2,emailai2,Argentina,south_cone,San Francisco,fintech,smb,B2C,pre_seed,2017,https://emailai_2.io,https://linkedin.com/company/emailai_2,Sofia González,Finance,Inbound,Analyst A,pipeline,6.774128936726782,43.95116886329101,2829459.74436649,425137.7103688503,1506596.366419854,17.57377471390522,211.9543614976321,85.87429215659951,81673.06420044485,13.76134926466323,1603960.584923603,47113.75333957251,317391.1781944322,3.187860453177691,11.94854599699685,95.26887989709562,118.8632067561257,5.466152997107326,176,41,250234.6803853576,3129164.253537432,70408661.14906272,67628987.21973452,12.91668373920666,6.452140981452395,1617293.658338807,3.983261268457754,500Global,,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,0.3463830055743646,7.0,low,"BM_S1_0024,BM_S1_0007",3000002.0,,,64628985.21973452,,,53.21126263447363,no_benchmark,81.91,high,82.25,high
S_0052,startup_052,2026-05-21,2026-02-08,VideoStream_2,videostream2,Argentina,south_cone,São Paulo,healthtech,,B2C,pre_seed,2022,https://videostream_2.io,https://linkedin.com/company/videostream_2,Maria Garcia,Operations,Inbound,Analyst B,passed,5.179153894092026,10.56646842617439,3447537.657229953,334842.146327225,3718534.061670701,15.93292273741188,80.7301696163469,54.52522528357102,120174.3776289544,19.03209957019829,957458.8147555843,8784.17309572066,377630.2243300327,7.803203613186851,20.4796343328809,80.77384818737153,86.82008515308475,3.570633897060188,91,63,95039.6619331548,5802626.246959187,41662422.80561019,49507562.75485288,11.41798921758199,6.566475824821927,4946062.829294397,5.351762216421143,Sequoia,,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.418296382788797,,no_match,,,,,,,,15.08478261022837,no_benchmark,59.04,high,38.01,high
S_0053,startup_053,2026-05-21,2026-02-08,SocialPay_2,socialpay2,United States,north_america,San Francisco,fintech,,B2C,series_a,2021,https://socialpay_2.io,https://linkedin.com/company/socialpay_2,Sofia González,Finance,Event,Analyst B,pipeline,7.272336483176429,64.08263146902063,4367881.35014543,231685.484939303,250232.7515319837,10.38565574854342,272.1647700663497,63.49941340789683,133897.7795782275,27.70343453550003,448540.1731665256,25267.79258767025,84503.79803800098,4.303020153645126,19.91862491263018,112.41796440569,77.9307794652323,7.611474706394816,45,44,77465.77843519574,3796522.1864159,50959091.50976606,79861913.96122822,8.512123867127476,4.655563336621801,2252254.008500931,14.32519658654417,Y Combinator,,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.3678610351641607,6.0,low,BM_S1_0026,32000000.0,,,47861913.96122822,,,18.999025138824088,no_benchmark,65.35,high,79.21,high
S_0054,startup_054,2026-05-21,2026-02-08,CryptoSafe_2,cryptosafe2,Colombia,andean,Buenos Aires,healthtech,,B2B2C,series_b,2022,https://cryptosafe_2.io,https://linkedin.com/company/cryptosafe_2,John Smith,Tech,Network,Analyst A,pipeline,8.013054719562355,21.60381825095996,3185093.856356448,206471.0052506698,4515446.026008016,7.011528747864772,175.7709876949591,84.50705686980073,20298.88418183917,6.271624847411129,1724450.637166801,34698.75683926573,234578.5613479119,3.758872169539405,7.710689735924051,131.0690441255589,96.3913383828301,1.215516387434351,127,83,270920.9919219974,9362243.056203011,1727951.410888271,103789842.5421288,3.661218421905973,11.43194430675487,3796757.146581794,14.71787593377465,Y Combinator,Tiger Global,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.0764770588144357,,no_match,,,,,,,,11.9426871435707,no_benchmark,80.72,high,78.54,high
S_0055,startup_055,2026-05-21,2026-02-08,TravelAI_2,travelai2,Brazil,brazil,San Francisco,healthtech,consumer,B2B2C,series_b,2020,https://travelai_2.io,https://linkedin.com/company/travelai_2,Maria Garcia,Finance,Pipeline,Analyst B,in_review,4.908368005134736,61.95879548978296,3807996.469845358,325835.7601083262,4262796.733211995,24.72482722157861,162.3374355099105,75.38606751337637,111176.9070252537,23.68361968454091,1776863.76586746,35008.22239164456,182097.4998009026,1.827271925300796,7.747660491221817,137.4578987763553,108.6373947668568,6.263450301752118,335,81,135732.415689799,9265128.826233936,69480291.2993342,42474228.27549701,8.12273673387963,14.04264846249758,3581263.237464521,7.515111951965063,Andreessen,Accel,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.3503477208730771,,no_match,,,,,,,,21.6014660257273,no_benchmark,71.4,high,68.27,high
S_0056,startup_056,2026-05-21,2026-02-08,FoodTech_2,foodtech2,Argentina,south_cone,São Paulo,edtech,enterprise,B2B,pre_seed,2023,https://foodtech_2.io,https://linkedin.com/company/foodtech_2,John Smith,Tech,Pipeline,Analyst A,pipeline,5.894843710677461,65.02010923981534,808757.4584233193,273170.5028340459,3342345.369299768,12.44203728751064,196.4661971133798,43.11016130823513,143317.5615521589,24.39875054662137,985988.5366663232,32607.62836005637,55950.49786593808,1.842974176087417,20.16341155647797,113.9446970367974,92.8571107014085,9.473268137554587,302,20,220967.531227258,5272532.289734907,66472925.21552772,110998029.8436228,8.628299276614602,14.11126288851692,1454365.5686482,14.07943225216723,Sequoia,Benchmark,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,2.126485166490699,,no_match,,,,,,,,13.954127808181894,no_benchmark,61.3,high,73.37,high
S_0057,startup_057,2026-05-21,2026-02-08,WorkFlow_2,workflow2,Mexico,mexico_ca,Buenos Aires,saas,consumer,B2B2C,seed,2019,https://workflow_2.io,https://linkedin.com/company/workflow_2,Sofia González,Tech,Network,Analyst A,passed,3.853202653358633,15.20248531286481,2313171.797354752,32074.27983506092,2970175.634835848,17.83030742294545,206.1959656973506,47.36515221394852,37627.65428020677,25.13064740687807,243829.4818885962,14126.76656586708,248203.9377553128,5.998073163653255,22.53836682355584,110.8676796643936,73.27392449696194,2.569683404003495,377,25,56337.15106598462,3614897.943173456,4801686.855308112,9645288.852966871,14.14266639472963,2.621719273124008,1575489.560951981,9.53789610808118,500Global,Tiger Global,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.1952003097559958,7.0,low,"BM_S1_0020,BM_S1_0001",19800000.0,,,-10154711.147033129,,,21.618600513235492,no_benchmark,54.0,high,80.42,high
